ID,STU_CODE,RFID_CODE
153,5901002810011,
154,5901002810020,
155,5901002810038,
156,5901002810046,
157,5901011610011,
158,5901011610020,
159,5901011610038,
160,5901011610046,
161,5901011610054,
162,5901011610062,
163,5901011610071,
164,5901011610089,
165,5901011610097,
166,5901011610101,
167,5901011611018,
168,5901011611026,
169,5901011611034,
170,5901011611042,
171,5901011611051,
172,5901011611069,
173,5901011611077,
174,5901011611085,
175,5901011611093,
176,5901011611107,
177,5901011611115,
178,5901011611123,
179,5901011611131,
180,5901011611140,
181,5901011611158,
182,5901011611166,
183,5901011611174,
184,5901011611182,
185,5901011611191,
186,5901011611204,
187,5901011611212,
188,5901011611221,
189,5901011611239,
190,5901011611247,
191,5901011611255,
192,5901011611263,
193,5901011620017,
194,5901011620025,
195,5901011620041,
196,5901011620050,
197,5901011620068,
198,5901011620076,
199,5901011620084,
200,5901011620092,
201,5901011620106,
202,5901011621013,
203,5901011621021,
204,5901011621030,
205,5901011621048,
206,5901011621056,
207,5901011621064,
208,5901011621072,
209,5901011621081,
210,5901011621099,
211,5901011621102,
212,5901011621111,
213,5901011621129,
214,5901011621137,
215,5901011621145,
216,5901011621153,
217,5901011621161,
218,5901011621170,
219,5901011621188,
220,5901011621196,
221,5901011621200,
222,5901011621218,
223,5901011621226,
224,5901011621234,
225,5901011621242,
226,5901011621251,
227,5901011621269,
228,5901011621277,
229,5901011621285,
230,5901011621293,
231,5901011621307,
232,5901011621315,
233,5901011621323,
234,5901011621331,
235,5901011621340,
236,5901011621358,
237,5901011621366,
238,5901011621374,
239,5901011621382,
240,5901011621391,
241,5901011621404,
242,5901011621412,
243,5901011630012,
244,5901011630021,
245,5901011630039,
246,5901011630047,
247,5901011630055,
248,5901011630063,
249,5901011630071,
250,5901011630080,
251,5901011630098,
252,5901011630101,
253,5901011630110,
254,5901011630128,
255,5901011630136,
256,5901011630144,
257,5901011630152,
258,5901011630161,
259,5901011630179,
260,5901011631019,
261,5901011631027,
262,5901011631035,
263,5901011631043,
264,5901011631051,
265,5901011631060,
266,5901011631078,
267,5901011631086,
268,5901011631094,
269,5901011631108,
270,5901011631116,
271,5901011631124,
272,5901011631132,
273,5901011631141,
274,5901011631159,
275,5901011631167,
276,5901011631175,
277,5901011810011,
278,5901011810029,
279,5901011810037,
280,5901011810045,
281,5901011810053,
282,5901011810061,
283,5901011810070,
284,5901011810088,
285,5901011810096,
286,5901011811017,
287,5901011812013,
288,5901011812021,
289,5901011812030,
290,5901011813010,
291,5901011910015,
292,5901011910023,
293,5901011910031,
294,5901011910040,
295,5901011910058,
296,5901011910066,
297,5901011910074,
298,5901012610015,8624FC08
299,5901012610023,
300,5901012610031,
301,5901012610040,FD23E1FD
302,5901012610058,
303,5901012610066,
304,5901012610074,
305,5901012610082,
306,5901012610091,
307,5901012610104,
308,5901012610112,D6882B0C
309,5901012610121,BDC2DFFD
310,5901012610139,
311,5901012620011,
312,5901012620029,B6022C0C
313,5901012620037,76C22D0C
314,5901012620045,FDC1D4FD
315,5901012620053,
316,5901012620061,26602E0C
317,5901012620070,26422C0C
318,5901012620088,C67E2F0C
319,5901012620096,0670FA08
320,5901012620100,
321,5901012620118,
322,5901012620126,
323,5901012620134,
324,5901012620142,
325,5901012620151,A69C5007
326,5901012620169,6573F7DE
327,5901012630016,C6739308
328,5901012630024,
329,5901012630032,D6F39308
330,5901012630041,
331,5901012630059,
332,5901012630067,
333,5901012630075,
334,5901012630083,
335,5901012630091,7520F9DE
336,5901012630105,
337,5901012630113,F6742B0C
338,5901012630121,E61B2F0C
339,5901012630130,969F2F0C
340,5901012630148,
341,5901012630156,D6CB2C0C
342,5901012630164,
343,5901013610019,
344,5901013610027,
345,5901013610035,
346,5901013610043,
347,5901013610051,
348,5901013610060,
349,5901013610078,
350,5901013610086,
351,5901013610094,
352,5901013610108,
353,5901013610116,
354,5901013610124,
355,5901013610132,
356,5901013610141,
357,5901013610159,
358,5901013610167,
359,5901013610175,
360,5901013610183,
361,5901013610191,
362,5901013610205,
363,5901013610213,
364,5901013610221,
365,5901013610230,
366,5901013610248,
367,5901013610256,
368,5901013610264,
369,5901013610272,
370,5901013610281,
371,5901013620014,
372,5901013620022,
373,5901013620031,
374,5901013620049,
375,5901013620057,
376,5901013620065,
377,5901013630010,
378,5901013630028,
379,5901013630036,
380,5901013630044,
381,5901013630052,
382,5901013630061,
383,5901021610014,
384,5901021610022,
385,5901021610031,
386,5901021610049,
387,5901021610057,
388,5901021610065,
389,5901021610073,
390,5901021610081,
391,5901021610090,
392,5901021610103,
393,5901021610111,
394,5901021610120,
395,5901021610138,
396,5901021610146,
397,5901021610154,
398,5901021610162,
399,5901021610171,
400,5901021610189,
401,5901021610197,
402,5901021610201,
403,5901021611011,
404,5901021611029,
405,5901021611037,
406,5901021611045,
407,5901021611053,
408,5901021611061,
409,5901021611070,
410,5901021611088,
411,5901021611096,
412,5901021611100,
413,5901021611118,
414,5901021611126,
415,5901021611134,
416,5901021611142,
417,5901021611151,
418,5901021611169,
419,5901021611177,
420,5901021611185,
421,5901021611193,
422,5901021611207,
423,5901021612017,
424,5901021612025,
425,5901021612033,
426,5901021612041,
427,5901021612050,
428,5901021612068,
429,5901021612076,
430,5901021612084,
431,5901021612092,
432,5901021612106,
433,5901021612114,
434,5901021612122,
435,5901021612131,
436,5901021612149,
437,5901021612157,
438,5901021612165,
439,5901021612173,
440,5901021620010,
441,5901021620028,
442,5901021620036,
443,5901021620044,
444,5901021620052,
445,5901021620061,
446,5901021620079,
447,5901021620087,
448,5901021621016,
449,5901021621024,
450,5901021621032,
451,5901021621041,
452,5901021621059,
453,5901021621067,
454,5901021621075,
455,5901021621083,
456,5901021622012,
457,5901021622021,
458,5901021622039,
459,5901021622047,
460,5901021622055,
461,5901021622063,
462,5901021622071,
463,5901021622080,
464,5901021622098,
465,5901021622101,
466,5901021622110,
467,5901021622128,
468,5901021630015,
469,5901021630023,
470,5901021630031,
471,5901021630040,
472,5901021630058,
473,5901021630066,
474,5901021631011,
475,5901021631020,
476,5901021631038,
477,5901021631046,
478,5901021631054,
479,5901021631062,
480,5901021632018,
481,5901021632026,
482,5901021632034,
483,5901021632042,
484,5901021632051,
485,5901021632069,
486,5901021632077,
487,5901021810013,
488,5901021810021,
489,5901021810030,
490,5901021810048,
491,5901021810056,
492,5901021810064,
493,5901021810072,
494,5901021810081,
495,5901021810099,
496,5901021810102,
497,5901021810111,
498,5901021810129,
499,5901021910018,
500,5901021910026,
501,5901021910034,
502,5901021910042,
503,5901021910051,
504,5901021910069,
505,5901023610011,
506,5901023610020,
507,5901023610038,
508,5901023610046,
509,5901023610054,
510,5901023610062,
511,5901023610071,
512,5901023610089,
513,5901023610097,
514,5901023610101,
515,5901023610119,
516,5901023610127,
517,5901023610135,
518,5901023610143,
519,5901023610151,
520,5901023610160,
521,5901023610178,
522,5901023620017,
523,5901023620025,
524,5901023620033,
525,5901023620041,
526,5901023620050,
527,5901023630012,
528,5901023630021,
529,5901023630039,
530,5901023630047,
531,5901023630055,
532,5901023630063,
533,5901023630071,
534,5901023630080,
535,5901023630098,
536,5901023630101,
537,5901023630110,
538,5901023630128,
539,5901023630136,
540,5901023630144,
541,5901023630152,
542,5901023630161,
543,5901023630179,
544,5901023630187,
545,5901023630195,
546,5901023630209,
547,5901023630217,
548,5901031610017,
549,5901031610025,
550,5901031610033,
551,5901031610041,
552,5901031610050,
553,5901031610068,
554,5901031610076,
555,5901031610084,
556,5901031610092,
557,5901031610106,
558,5901031611013,
559,5901031611021,
560,5901031611030,
561,5901031611048,
562,5901031611056,
563,5901031611064,
564,5901031611072,
565,5901031611081,
566,5901031611099,
567,5901031611102,
568,5901031620012,
569,5901031620021,
570,5901031620039,
571,5901031620047,
572,5901031620055,
573,5901031620063,
574,5901031620071,
575,5901031620080,
576,5901031620098,
577,5901031620101,
578,5901031621019,
579,5901031621027,
580,5901031621035,
581,5901031621043,
582,5901031621051,
583,5901031621060,
584,5901031621078,
585,5901031621086,
586,5901031621094,
587,5901031621108,
588,5901031621116,
589,5901031621124,
590,5901031630018,
591,5901031630026,
592,5901031630034,
593,5901031630042,
594,5901031630051,
595,5901031630069,
596,5901031630077,
597,5901031630085,
598,5901031630093,
599,5901031630107,
600,5901031630115,
601,5901031630123,
602,5901031630131,
603,5901031630140,
604,5901031630158,
605,5901031630166,
606,5901031631014,
607,5901031631022,
608,5901031631031,
609,5901031631049,
610,5901031631057,
611,5901031631065,
612,5901031631073,
613,5901031631081,
614,5901031631090,
615,5901031631103,
616,5901031631111,
617,5901031631120,
618,5901031631138,
619,5901031631146,
620,5901031631154,
621,5901031631162,
622,5901031810016,
623,5901031810024,
624,5901031810032,
625,5901031810041,
626,5901031810059,
627,5901031810067,
628,5901031810075,
629,5901031820011,
630,5901031820020,
631,5901031820038,
632,5901031820046,
633,5901031820054,
634,5901031820062,
635,5901031820071,
636,5901031910011,
637,5901031910029,
638,5901031910037,
639,5901032660018,
640,5901032660026,
641,5901032662011,
642,5901032663017,
643,5901032663025,
644,5901032663033,
645,5901032663041,
646,5901032663050,
647,5901032663068,
648,5901032663076,
649,5901032663084,
650,5901032663092,
651,5901032663106,
652,5901032663114,
653,5901032663122,
654,5901032663131,
655,5901032663149,
656,5901032663157,
657,5901032663165,
658,5901032663173,
659,5901032663181,
660,5901032663190,
661,5901032663203,
662,5901032663211,
663,5901032663220,
664,5901032663238,
665,5901032663246,
666,5901032663254,
667,5901052610016,
668,5901052610024,
669,5901052610032,
670,5901052610041,
671,5901052610059,
672,5901052610067,
673,5901052610075,
674,5901052610083,
675,5901052610091,
676,5901052610105,
677,5901052610113,
678,5901052610121,
679,5901052610130,
680,5901052610148,
681,5901052610156,
682,5901052610164,
683,5901052610172,
684,5901052620011,
685,5901052620020,
686,5901052620038,
687,5901052620046,
688,5901052620054,
689,5901052620062,
690,5901052620071,
691,5901052630017,
692,5901052630025,
693,5901052630033,
694,5901052630041,
695,5901052630050,
696,5901052630068,
697,5901052630076,
698,5901052630084,
699,5901052630092,
700,5901052630106,
701,5901052630114,
702,5901052630122,
703,5901052630131,
704,5901052630149,
705,5901052630157,
706,5901052810015,
707,5901052810023,
708,5901052856015,
709,5901053610010,
710,5901053610028,
711,5901053610036,
712,5901053610044,
713,5901053610052,
714,5901053610061,
715,5901053610079,
716,5901053610087,
717,5901053610095,
718,5901053610109,
719,5901053610117,
720,5901053610125,
721,5901053610133,
722,5901053610141,
723,5901053610150,
724,5901053610168,
725,5901053610176,
726,5901053616018,
727,5901053616026,
728,5901053616034,
729,5901053616042,
730,5901053616051,
731,5901053616069,
732,5901053616077,
733,5901053616085,
734,5901053616093,
735,5901053616107,
736,5901053616115,
737,5901053616123,
738,5901053620015,
739,5901053620023,
740,5901053620031,
741,5901053620040,
742,5901053620058,
743,5901053620066,
744,5901053620074,
745,5901053620082,
746,5901053620091,
747,5901053620104,
748,5901053620112,
749,5901053630011,
750,5901053630029,
751,5901053630037,
752,5901053630045,
753,5901053630053,
754,5901053630061,
755,5901053630070,
756,5901053630088,
757,5901053630096,
758,5901053630100,
759,5901053630118,
760,5901053630126,
761,5901053630134,
762,5901053630142,
763,5901053630151,
764,5901053630169,
765,5901053636019,
766,5901053636027,
767,5901053636035,
768,5901053636043,
769,5901053636051,
770,5901053636060,
771,5901053636078,
772,5901053636086,
773,5901053636094,
774,5901053636108,
775,5901053636116,
776,5901053636124,
777,5901053636132,
778,5901053636141,
779,5901053636159,
780,5901053636167,
781,5901053636175,
782,5901053636183,
783,5901053636191,
784,5901053636205,
785,5901053636213,
786,5901053636221,
787,5901053636230,
788,5901053636248,
789,5901062610019,
790,5901062610027,
791,5901062610035,
792,5901062610043,
793,5901062610051,
794,5901062610060,
795,5901062610078,
796,5901062610086,
797,5901062610094,
798,5901062610108,
799,5901062610116,
800,5901062610124,
801,5901062620014,
802,5901062620022,
803,5901062620031,
804,5901062620049,
805,5901062620057,
806,5901062620065,
807,5901062620073,
808,5901062620081,
809,5901062620090,
810,5901062620103,
811,5901062620111,
812,5901062620120,
813,5901062630010,
814,5901062630028,
815,5901062630036,
816,5901062630044,
817,5901062630052,
818,5901062630061,
819,5901062630079,
820,5901062630087,
821,5901062630095,
822,5901062630109,
823,5901062630117,
824,5901062630125,
825,5901062630133,
826,5901062630141,
827,5901062630150,
828,5901062630168,
829,5901062630176,
830,5901062630184,
831,5901062630192,
832,5901062630206,
833,5901062630214,
834,5901062630222,
835,5901062630231,
836,5901062630249,
837,5901062630257,
838,5901062630265,
839,5901062630273,
840,5901062630281,
841,5901062810018,
842,5901062810026,
843,5901062910012,
844,5901062910021,
845,5901063660010,
846,5901063660028,
847,5901063660036,
848,5901063660044,
849,5901063660052,
850,5901063660061,
851,5901063660079,
852,5901063660087,
853,5901063660095,
854,5901063663019,
855,5901063663027,
856,5901063663035,
857,5901063663043,
858,5901063663051,
859,5901063663060,
860,5901063663078,
861,5901063663086,
862,5901063663094,
863,5901063663108,
864,5901063663116,
865,5901063663124,
866,5901063663132,
867,5901063663141,
868,5901063663159,
869,5901063663167,
870,5901063663175,
871,5901072510017,
872,5901072510025,
873,5901072510033,
874,5901072510041,
875,5901072510050,
876,5901072510068,
877,5901072510076,
878,5901072510084,
879,5901072510092,
880,5901072510106,
881,5901072510114,
882,5901072510122,
883,5901072510131,
884,5901072510149,
885,5901072510157,
886,5901072510165,
887,5901072510173,
888,5901072510181,
889,5901072510190,
890,5901072510203,
891,5901072510211,
892,5901072510220,
893,5901072510238,
894,5901072510246,
895,5901072510254,
896,5901072510262,
897,5901072510271,
898,5901072510289,
899,5901072510297,
900,5901072510301,
901,5901072510319,
902,5901072510327,
903,5901072510335,
904,5901072510343,
905,5901072510351,
906,5901072510360,
907,5901072516015,
908,5901072516023,
909,5901072516031,
910,5901072516040,
911,5901072516058,
912,5901072516066,
913,5901072516074,
914,5901072516082,
915,5901072516091,
916,5901072516104,
917,5901072516112,
918,5901072516121,
919,5901072516139,
920,5901072516147,
921,5901072516155,
922,5901072516163,
923,5901072516171,
924,5901072516180,
925,5901072516198,
926,5901072516201,
927,5901072516210,
928,5901072516228,
929,5901072516236,
930,5901072516244,
931,5901072516252,
932,5901072516261,
933,5901072516279,
934,5901072516287,
935,5901072516295,
936,5901072516309,
937,5901072516317,
938,5901072516325,
939,5901072516333,
940,5901072516341,
941,5901072516350,
942,5901072516368,
943,5901072516376,
944,5901072516384,
945,5901072516392,
946,5901072516406,
947,5901072516414,
948,5901072516422,
949,5901072516431,
950,5901072516449,
951,5901072520012,
952,5901072520021,
953,5901072520039,
954,5901072520047,
955,5901072520055,
956,5901072520063,
957,5901072520071,
958,5901072520080,
959,5901072520098,
960,5901072520101,
961,5901072520110,
962,5901072520128,
963,5901072520136,
964,5901072520144,
965,5901072610011,
966,5901072610020,
967,5901072610038,
968,5901072610046,
969,5901072610054,
970,5901072610062,
971,5901072610071,
972,5901072610089,
973,5901072610097,
974,5901072610101,
975,5901072610119,
976,5901072610127,
977,5901072610135,
978,5901072610143,
979,5901072610151,
980,5901072610160,
981,5901072610178,
982,5901072610186,
983,5901072610194,
984,5901072610208,
985,5901072610216,
986,5901072610224,
987,5901072610232,
988,5901072610241,
989,5901072610259,
990,5901072610267,
991,5901072610275,
992,5901072610283,
993,5901072610291,
994,5901072610305,
995,5901072610313,
996,5901072610321,
997,5901072611018,
998,5901072611026,
999,5901072611034,
1000,5901072611042,
1001,5901072611051,
1002,5901072611069,
1003,5901072611077,
1004,5901072611085,
1005,5901072611093,
1006,5901072611107,
1007,5901072611115,
1008,5901072611123,
1009,5901072611131,
1010,5901072611140,
1011,5901072611158,
1012,5901072611166,
1013,5901072611174,
1014,5901072611182,
1015,5901072611191,
1016,5901072611204,
1017,5901072611212,
1018,5901072611221,
1019,5901072611239,
1020,5901072611247,
1021,5901072611255,
1022,5901072611263,
1023,5901072611271,
1024,5901072611280,
1025,5901072611298,
1026,5901072611301,
1027,5901072611310,
1028,5901072611328,
1029,5901072617016,
1030,5901072617024,
1031,5901072617032,
1032,5901072617041,
1033,5901072617059,
1034,5901072617067,
1035,5901072617075,
1036,5901072620017,
1037,5901072620025,
1038,5901072620033,
1039,5901072620041,
1040,5901072620050,
1041,5901072621013,
1042,5901072621021,
1043,5901072621030,
1044,5901072621048,
1045,5901072621056,
1046,5901073810014,
1047,5901073810022,
1048,5901073810031,
1049,5901073810049,
1050,5901074610019,
1051,5901074610027,
1052,5901074610035,
1053,5901074610043,
1054,5901074610051,
1055,5901074610060,
1056,5901074610078,
1057,5901074610086,
1058,5901074610094,
1059,5901074610108,
1060,5901074610116,
1061,5901074610124,
1062,5901074610132,
1063,5901074610141,
1064,5901074610159,
1065,5901074610167,
1066,5901074610175,
1067,5901074610183,
1068,5901074610191,
1069,5901074610205,
1070,5901074610213,
1071,5901074610221,
1072,5901074610230,
1073,5901074610248,
1074,5901074610256,
1075,5901074610264,
1076,5901074610272,
1077,5901074610281,
1078,5901074610299,
1079,5901074610302,
1080,5901074610311,
1081,5901074610329,
1082,5901074610337,
1083,5901074610345,
1084,5901074610353,
1085,5901074610361,
1086,5901074610370,
1087,5901074620014,
1088,5901074620022,
1089,5901074620031,
1090,5901074620049,
1091,5901074620057,
1092,5901081610011,
1093,5901081610029,
1094,5901081610037,
1095,5901081610045,
1096,5901081611017,
1097,5901081611025,
1098,5901081611033,
1099,5901081611041,
1100,5901081611050,
1101,5901081616019,
1102,5901081616027,
1103,5901081616035,
1104,5901081616043,
1105,5901081616051,
1106,5901081616060,
1107,5901081616078,
1108,5901081616086,
1109,5901081616094,
1110,5901081616108,
1111,5901081616116,
1112,5901081616124,
1113,5901081616132,
1114,5901081616141,
1115,5901081616159,
1116,5901081616167,
1117,5901081616175,
1118,5901081616183,
1119,5901081616191,
1120,5901081616205,
1121,5901081616213,
1122,5901081616221,
1123,5901081616230,
1124,5901081616248,
1125,5901081616256,
1126,5901081616264,
1127,5901081616272,
1128,5901081616281,
1129,5901081616299,
1130,5901081616302,
1131,5901081616311,
1132,5901081616329,
1133,5901081616337,
1134,5901081616345,
1135,5901081616353,
1136,5901081616361,
1137,5901081616370,
1138,5901081620016,
1139,5901081620024,
1140,5901081620032,
1141,5901081620041,
1142,5901081620059,
1143,5901081620067,
1144,5901081620075,
1145,5901081620083,
1146,5901081620091,
1147,5901081620105,
1148,5901081620113,
1149,5901081620121,
1150,5901081620130,
1151,5901081620148,
1152,5901081620156,
1153,5901081620164,
1154,5901081620172,
1155,5901081620181,
1156,5901081620199,
1157,5901081620202,
1158,5901081620211,
1159,5901081621012,
1160,5901081621021,
1161,5901081621039,
1162,5901081621047,
1163,5901081621055,
1164,5901081621063,
1165,5901081621071,
1166,5901081621080,
1167,5901081621098,
1168,5901081621101,
1169,5901081621110,
1170,5901081621128,
1171,5901081621136,
1172,5901081621144,
1173,5901081621152,
1174,5901081621161,
1175,5901081621179,
1176,5901081630011,
1177,5901081630020,
1178,5901081630038,
1179,5901081630046,
1180,5901081630054,
1181,5901081630062,
1182,5901081630071,
1183,5901081630089,
1184,5901081630097,
1185,5901081630101,
1186,5901081630119,
1187,5901081630127,
1188,5901081630135,
1189,5901081630143,
1190,5901081630151,
1191,5901081630160,
1192,5901081630178,
1193,5901081630186,
1194,5901081630194,
1195,5901081630208,
1196,5901081631018,
1197,5901081631026,
1198,5901081631034,
1199,5901081631042,
1200,5901081631051,
1201,5901081631069,
1202,5901081631077,
1203,5901081631085,
1204,5901081631093,
1205,5901081631107,
1206,5901081631115,
1207,5901081631123,
1208,5901081631131,
1209,5901081631140,
1210,5901081631158,
1211,5901081631166,
1212,5901081631174,
1213,5901081631182,
1214,5901081631191,
1215,5901081631204,
1216,5901081810010,
1217,5901081811016,
1218,5901081811024,
1219,5901081811032,
1220,5901081811041,
1221,5901081812012,
1222,5901081812021,
1223,5901081812039,
1224,5901081813019,
1225,5901081813027,
1226,5901081814015,
1227,5901081814023,
1228,5901081814031,
1229,5901081814040,
1230,5901081814058,
1231,5901081814066,
1232,5901081814074,
1233,5901081814082,
1234,5901081822018,
1235,5901081824011,
1236,5901081858519,
1237,5901081858527,
1238,5901081858535,
1239,5901081858543,
1240,5901081858551,
1241,5901081858560,
1242,5901081858578,
1243,5901081910014,
1244,5901081910022,
1245,5901082857516,
1246,5901082857524,
1247,5901082857532,
1248,5901082857541,
1249,5901082857559,
1250,5901082857567,
1251,5901082857575,
1252,5901082857583,
1253,5901082857591,
1254,5901082857605,
1255,5901082857613,
1256,5901082857621,
1257,5901082857630,
1258,5901082857648,
1259,5901082857656,
1260,5901082857664,
1261,5901091610013,
1262,5901091610021,
1263,5901091610030,
1264,5901091610048,
1265,5901091610056,
1266,5901091610064,
1267,5901091610072,
1268,5901091610081,
1269,5901091610099,
1270,5901091610102,
1271,5901091610111,
1272,5901091611010,
1273,5901091611028,
1274,5901091611036,
1275,5901091611044,
1276,5901091611052,
1277,5901091611061,
1278,5901091611079,
1279,5901091611087,
1280,5901091611095,
1281,5901091611109,
1282,5901091611117,
1283,5901091620019,
1284,5901091620027,
1285,5901091620035,
1286,5901091620043,
1287,5901091620051,
1288,5901091620060,
1289,5901091620078,
1290,5901091620086,
1291,5901091620094,
1292,5901091620108,
1293,5901091620116,
1294,5901091620124,
1295,5901091620132,
1296,5901091620141,
1297,5901091620159,
1298,5901091620167,
1299,5901091620175,
1300,5901091620183,
1301,5901091621015,
1302,5901091621023,
1303,5901091621031,
1304,5901091621040,
1305,5901091621058,
1306,5901091621066,
1307,5901091621074,
1308,5901091621082,
1309,5901091621091,
1310,5901091621104,
1311,5901091621112,
1312,5901091621121,
1313,5901091621139,
1314,5901091621147,
1315,5901091621155,
1316,5901091630014,
1317,5901091630022,
1318,5901091630031,
1319,5901091630049,
1320,5901091630057,
1321,5901091630065,
1322,5901091630073,
1323,5901091630081,
1324,5901091630090,
1325,5901091630103,
1326,5901091630111,
1327,5901091630120,
1328,5901091630138,
1329,5901091630146,
1330,5901091630154,
1331,5901091631011,
1332,5901091631029,
1333,5901091631037,
1334,5901091631045,
1335,5901091631053,
1336,5901091631061,
1337,5901091631070,
1338,5901091631088,
1339,5901091631096,
1340,5901091631100,
1341,5901091631118,
1342,5901091631126,
1343,5901091631134,
1344,5901091631142,
1345,5901091810012,
1346,5901091810021,
1347,5901091810039,
1348,5901091810047,
1349,5901091810055,
1350,5901091810063,
1351,5901091810071,
1352,5901091810080,
1353,5901091810098,
1354,5901091810101,
1355,5901091810110,
1356,5901091910017,
1357,5901091910025,
1358,5901091910041,
1359,5901091910050,
1360,5901091910068,
1361,5901091910076,
1362,5901091910084,
1363,5901091910092,
1364,5901091910106,
1365,5901092852011,
1366,5901092852029,
1367,5901092852037,
1368,5901092852045,
1369,5901092852053,
1370,5901092852061,
1371,5901092852070,
1372,5901092852088,
1373,5901092852096,
1374,5901092852100,
1375,5901092852118,
1376,5901092852126,
1377,5901092852134,
1378,5901092852142,
1379,5901092852151,
1380,5901092852169,
1381,5901092852177,
1382,5901092852185,
1383,5901092852193,
1384,5901092852207,
1385,5901092852215,
1386,5901092852223,
1387,5901092852231,
1388,5901092852240,
1389,5901092852258,
1390,5901092852266,
1391,5901092852274,
1392,5901092852282,
1393,5901092852291,
1394,5901092852304,
1395,5901092852312,
1396,5901092852321,
1397,5901092852339,
1398,5901092852347,
1399,5901092852355,
1400,5901092852363,
1401,5901092852371,
1402,5901092852380,
1403,5901092852398,
1404,5901092852401,
1405,5901092852410,
1406,5901092852428,
1407,5901092852436,
1408,5901092852444,
1409,5901092852452,
1410,5901093810010,
1411,5901093810028,
1412,5901093810036,
1413,5901093810044,
1414,5901093810052,
1415,5901093810061,
1416,5901093810079,
1417,5901093810087,
1418,5901093810095,
1419,5901093810109,
1420,5901093810117,
1421,5901093810125,
1422,5901093810133,
1423,5901093810141,
1424,5901093810150,
1425,5901093810168,
1426,5901093810176,
1427,5901093810184,
1428,5901093810192,
1429,5901093810206,
1430,5901093810214,
1431,5901093810222,
1432,5901093810231,
1433,5901093810249,
1434,5901093810257,
